id,title,subtitle,price,transaction_type,property_type,location_details,municipality,surface,rooms,bedrooms,bathrooms,features,poi,description,url,image_path,images_folder,images_count,scraped_at,last_updated
2985,Un appartement en s2 proche de l'hotel Nahrawess,Tunisie,390000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,120.8,1.0,,,{},{},"A vendre L’appartement en S2 direct promoteur  se situe au 1ér étage d’une résidence en R2 calme et sécurisée proche de l’hôtel Nozha Beach et el Fell seulement à 400 mètres de la plage. Le hall d'entrée mène à un salon Une cuisine bien équipée avec des éléments de rangement. Deux chambres à coucher dont chacune est meublée par un dressing et qui se partagent une salle de bain Il est équipé par la climatisation chaud froid. Une place parking est disponible sur demande . L'appartement est avec titre individuel et les droit d'enregistrement fiscales sont de 1% . Superficie : 116m² Prix : 390MD Pour fixer un rendez vous, veuillez nous contacter sur le 22930606",https://www.mubawab.tn/fr/a/8129849/un-appartement-en-s2-proche-de-l-hotel-nahrawess,media\apartment\29\image_001.jpg,media\apartment\29,11,2026-02-18 09:23:14.61237,Unknown
2986,Appartement en s2 de 100m² hammamet nord,Tunisie,385000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,107.0,1.0,,,{},{},A vendre appartement S2 de 100m². À Hammamet Mrezgua de 10min à pieds à la plage. L'appartement occupe le 1ére étage d'une résidence sans ascenseur. Il se compose d’un salon avec balcon. Cuisine avec séchoir .la partie nuit se compose de deux chambres à coucher et salle de bain et salle d’eau. L’appartement est  équipé par le chauffage central. Une place de parking est disponible sur demande à 20000MD. Pour plus d’information contacter 22930606.,https://www.mubawab.tn/fr/a/8129834/appartement-en-s2-de-100m%C2%B2-hammamet-nord,media\apartment\28\image_001.jpg,media\apartment\28,11,2026-02-18 09:23:03.11388,Unknown
2987,S3 jamais habité en vente à kantaoui,Tunisie,400000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,2.0,,,{},{},"Cet appartement de type S3, jamais habité, est situé au premier étage d’un immeuble récent en R2, à deux pas de la route principale et à proximité de la mer. La cuisine indépendante, moderne et bien agencée, est entièrement équipée et s’ouvre sur un séchoir, offrant un espace pratique et fonctionnel. Dès l’entrée, vous serez accueilli par un salon lumineux équipé d’un dressing pour plus de rangement. Un couloir mène à la partie nuit, qui se compose de trois chambres à coucher, dont deux bénéficient d’un balcon ainsi que d’un point d’eau. Une salle d’eau avec cabine de douche complète cette partie.",https://www.mubawab.tn/fr/a/8301994/s3-jamais-habit%C3%A9-en-vente-%C3%A0-kantaoui,media\apartment\147\image_001.jpg,media\apartment\147,12,2026-02-18 09:48:59.298481,Unknown
2988,S3 RDC Jardins de Carthage,Tunisie,675000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,157.6,3.0,,,{},{},"Darcom Tunisia met à la vente un bel appartement en très bon état de 158 m², initialement S3 et transformé en un spacieux S2, situé au rez-de-chaussée d’une petite résidence très bien entretenue et bien située aux Jardins de Carthage. Espace de vie généreux : Un salon ouvert sur une ancienne chambre à coucher avec dressing entièrement réaménagée en séjour, créant un grand volume convivial, avec accès direct à une terrasse avec beau potentiel d'aménagement (espace vert, pots de plantes, coin détente). Une cuisine indépendante équipée et agencée avec un grand séchoir  buanderie Une salle d’eau invités Espace nuit : •    Une suite parentale avec dressing et salle de douche privative •    Une chambre à coucher •    Une salle de douche commune Une place de parking au sous-sol est incluse Si vous souhaitez visiter le bien, n'hésitez pas à nous contacter",https://www.mubawab.tn/fr/a/8257777/s3-rdc-jardins-de-carthage,media\apartment\131\image_001.jpg,media\apartment\131,13,2026-02-18 09:45:47.169037,Unknown
2989,S4 à vendre jardin de Carthage,Tunisie,650000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,5.0,,,{},{},L'affiche imo vous propose a la vente à jardin de Carthage un appartement s4 neuf avec place parking au premier étage dans une résidence sécurisée Un prix très intéressant pour investissement où bien habitation Veuillez nous contacter sur le 55990007 WhatsApp,https://www.mubawab.tn/fr/a/8304579/s4-%C3%A0-vendre-jardin-de-carthage,media\apartment\213\image_001.jpg,media\apartment\213,6,2026-02-18 10:05:40.045808,Unknown
2990,Agréable appartement à vendre,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,127.1,4.0,,,{},{},"Agréable appartement à vendre. 2 chambres à coucher, 3 salles de bains, 123m² avec  3 pièces salon et 02 chambres à couche une avec suite parentale . Nouveau. Cet appartement est en vente à Ain Zaghouan Nord. Résidence avec piscine. Grand balcon. Programmez dès maintenant votre visite pour cet appartement d'exception. Isolation sonore avec double vitrage. Résidence sécurisée.",https://www.mubawab.tn/fr/pa/7845704/agr%C3%A9able-appartement-%C3%A0-vendre,media\apartment\13\image_001.jpg,media\apartment\13,10,2026-02-18 09:20:12.574562,Unknown
2991,Appartement A33 – Résidence MAYA à Kairouan,Tunisie,229125 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,100.5,,,,{},{},"Appartement spacieux de 97,50 m², offrant confort et luminosité. Salon généreux, chambres confortables, cuisine fonctionnelle. Caractéristiques : Surface totale : 97,50 m² Prix TTC : 229.125,000 DT N'hésitez pas à prendre contact avec nous pour programmer rapidement votre visite !",https://www.mubawab.tn/fr/pa/8255543/appartement-a33-%E2%80%93-r%C3%A9sidence-maya-%C3%A0-kairouan,media\apartment\166\image_001.jpg,media\apartment\166,6,2026-02-18 09:53:55.385187,Unknown
2992,Exclusivité foncière: immeuble traversant,Tunisie,6300000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,1007.2,,,,{},{},"Emplacement Stratégique sur l'Artère Principale de Sousse À vendre, un immeuble de rapport, idéalement situé sur l'axe le plus convoité de Sousse. Ce bien de 1 005 m² couverts sur un terrain de 639 m² (Titre Bleu individuel) est une opportunité rare pour les promoteurs et investisseurs institutionnels. UN EMPLACEMENT ET UN POTENTIEL UNIQUES •	Configuration Traversante : L'immeuble possède une double façade avec un accès principal sur l'artère névralgique et un accès secondaire sur la rue arrière. Cette configuration est stratégique pour la gestion des flux (commercial vs logistique). •	Potentiel R10 : Situé dans une zone ayant évolué vers le R10, ce terrain offre une capacité de développement vertical, garantissant une rentabilité optimale pour un futur projet d'envergure. •	Réserve Foncière : Une cour jardin de 300 m² sépare le bâti, offrant un espace de respiration rare ou un futur parking. DESCRIPTION DU BÂTI (Bâtisse saine) L'immeuble, offre une structure saine et des volumes généreux : •	Pôle Avenue (Entrées Indépendantes) : o	Rez-de-chaussée : Un appartement spacieux donnant directement sur l'avenue, idéal pour un usage professionnel. o	1er Étage : Un grand appartement occupant tout le niveau, offrant une visibilité maximale sur l'artère principale. o	Ces deux niveaux bénéficient d'entrées privatives via la cour de 300 m². •	Commerces & Stockage : 2 garages à forte vocation commerciale sur la rue arrière  1 garage supplémentaire.de stockage •	Appartements & Studios : * 6 appartements spacieux (du 2ème au 4ème étage). o	3 studios (1 au RDC et 2 au 5ème étage en retrait). NOTE AUX INVESTISSEURS Ce bien est vendu pour sa valeur foncière et son emprise au sol stratégique. Sa configuration traversante et l'autorisation R10 en font l'un des actifs les plus qualitatifs du centre-ville pour un projet de siège social, de centre médical ou de promotion immobilière de haut rang. ________________________________________ sur rendez-vous pour acheteurs sérieux avec capacité de financement vérifiée.",https://www.mubawab.tn/fr/a/8304608/exclusivit%C3%A9-fonci%C3%A8re-immeuble-traversant,media\apartment\211\image_001.jpg,media\apartment\211,2,2026-02-18 10:05:14.953591,Unknown
2993,Une Villa inachevée S4 à vendre à La Soukra,Tunisie,850000 TND,sale,house,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,5.0,,,{},{},,https://www.mubawab.tn/fr/a/7850293/une-villa-inachev%C3%A9e-s4-%C3%A0-vendre-%C3%A0-la-soukra,media\house\936\image_001.jpg,media\house\936,1,2026-02-18 20:04:00.821905,Unknown
2994,S4 de 233 m² aux Jardins de Carthage,Tunisie,840000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,239.3,4.0,,,{},{},"Darcom Tunisia vous propose à la vente un bel appartement s4 d’une superficie de 233 m²,  situé dans une résidence gardée et sécurisée dotée d’un bon emplacement aux Jardins de Carthage. L'appartement se compose comme suit : La partie jour se compose d’un salon lumineux ouvrant sur une belle terrasse, une cuisine aménagée et équipée avec séchoir , double dressings dans le hall, une salle d’eau d’invités avec douche ainsi qu’une chambre de service avec rangements. La partie nuit se compose d’une suite parentale avec salle de bain, balcon et dressings, ainsi que trois chambres à coucher chacune avec dressing et qui se partagent une salle de bain. -Deux places parking sous-sol sont à disposition. -système central (climatisation/chauffage) installé Si vous souhaitez visiter le bien n’hésitez pas à nous contacter",https://www.mubawab.tn/fr/a/8281528/s4-de-233-m%C2%B2-aux-jardins-de-carthage,media\apartment\133\image_001.jpg,media\apartment\133,16,2026-02-18 09:46:08.803132,Unknown
2995,À vendre S1 à Cité El Wafa AFH 2,Tunisie,265000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,2.0,,,{},{},"L'agence Century21 Challenge vous propose à la vente un appartement S1 dans une résidence avec piscine, situé à AFH2, Nabeul Cette propriété se compose de : Un Salon qui donne sur un balcon Une kitchenette aménagée et équipée . Une chambre à coucher avec dressing. Une salle de douche . Une place parking au sous-sol est disponible. Pour plus d’informations, ou organiser une visite gratuite, veuillez nous contacter sur: 216 24 512 004 / 216 26 577 000 Email: challenge@century21.tn",https://www.mubawab.tn/fr/a/8255649/%C3%A0-vendre-s1-%C3%A0-cit%C3%A9-el-wafa-afh-2,media\apartment\181\image_001.jpg,media\apartment\181,4,2026-02-18 09:57:48.843259,Unknown
2996,Duplex S4 haut standing Riadh Landalous,Tunisie,500000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,181.0,5.0,,,{},{},"REF: AVM02039 Perla Immo met en vente ; Un Duplex S4 haut standing Situé entre Riadh Landalous et ghazela En rez de chaussée et premier étage avec une entrée indépendante Résidence R3 bien sécurisée. Très bonne orientation, bien ensoleillé Description: En rez de chaussée: Un salon, salle à manger Une cuisine bien équipée avec séchoir Une chambre à coucher. Une salle d’eau. A l’étage: Une suite parentale avec douche Deux chambres à coucher Une salle de bain Superficie totale: 174 m² Superficie couverte: 147 m² Deux climatiseurs Chauffage central Prix : 500000 dt Parking: 2 places parking sous-ol Jardin - Bati: 2019 Contact: 20338278 ou 98617607 ou 71 717 175",https://www.mubawab.tn/fr/a/8303115/duplex-s4-haut-standing-riadh-landalous,media\apartment\141\image_001.jpg,media\apartment\141,10,2026-02-18 09:47:49.518323,Unknown
2997,Appartement A13 – Résidence MAYA à Kairouan,Tunisie,188634 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,81.7,,,,{},{},"Appartement de 80,27 m², offrant un espace optimisé et confortable pour votre quotidien. Salon lumineux, chambres bien agencées, cuisine pratique. Caractéristiques : Surface totale : 80,27 m² Prix TTC : 188.634,500 DT N'hésitez pas à prendre contact avec nous pour programmer rapidement votre visite !",https://www.mubawab.tn/fr/pa/8255188/appartement-a13-%E2%80%93-r%C3%A9sidence-maya-%C3%A0-kairouan,media\apartment\78\image_001.jpg,media\apartment\78,5,2026-02-18 09:33:30.29666,Unknown
2998,Appartement en vente à Sousse Jaouhara. Superficie 98 m²,Tunisie,282000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,95.5,,,,{},{},,https://www.mubawab.tn/fr/pa/8136240/appartement-en-vente-%C3%A0-sousse-jaouhara-superficie-98-m%C2%B2,media\apartment\257\image_001.jpg,media\apartment\257,1,2026-02-18 10:19:19.852201,Unknown
2999,S2 neuf aux Jardins de Carthage,Tunisie,595000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,103.4,1.0,,,{},{},"Darcom Tunisia met à la vente un joli S2 neuf d’une superficie de 100 m², situé dans une petite résidence gardée et sécurisée avec Piscine, dotée d’un bon emplacement aux Jardins de Carthage. Il se compose d’un salon avec balcon, une cuisine indépendante aménagée et équipée (Hotte, Plaque, Four), deux chambres à coucher chacune avec dressing et une salle de bain. Place parking sous-sol : 25.000 DT Si vous souhaitez visiter le bien n’hésitez pas à nous contacter",https://www.mubawab.tn/fr/a/8022781/s2-neuf-aux-jardins-de-carthage,media\apartment\32\image_001.jpg,media\apartment\32,9,2026-02-18 09:23:48.013075,Unknown
3000,Appartement S3 de prestige,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,160.9,4.0,rangement,,{},{},"Découvrez ce superbe appartement S+3 de 165 m², situé aux 1er et 2ème étages de la Résidence Panthéon, une résidence R+4 de très haut standing offrant des prestations premium telles qu’une piscine couverte et une salle de sport exclusivement réservées aux résidents. Conçu pour offrir confort, élégance et bien-être, l’appartement se distingue par des espaces lumineux, une distribution harmonieuse et des finissions soignées. Il se compose comme suit : Espace jour : Un salon et salle à manger spacieux, ouvrant sur un balcon Une cuisine moderne entièrement équipée avec séchoir Une salle d’eau pour les invités Une chambre de service offrant un espace supplémentaire pratique Espace nuit : Deux chambres avec dressing Une salle de bain commune Une suite parentale avec dressing et douche à l’italienne, garantissant confort et intimité Cet appartement allie prestations haut de gamme, espaces fonctionnels et design élégant, au sein d’un environnement sécurisé et prestigieux, idéal pour ceux qui recherchent luxe et sérénité au quotidien. Ne ratez pas cette opportunité. Pour organiser une visite, contactez-nous dès maintenant au 24 17 16 16 et laissez-vous séduire par ce bien unique.",https://www.mubawab.tn/fr/pa/7845710/appartement-s3-de-prestige,media\apartment\136\image_001.jpg,media\apartment\136,11,2026-02-18 09:46:51.532379,Unknown
